OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
8318,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MANDOGALUP,OPERATIONAL,,MANDOGALUP,WESTERN AUSTRALIA,6167,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-32.20844890199993,115.84255363300008,,,GAWA_146854785,7 MANDOGALUP ROAD,2,6167,MANDOGALUP,39,-32.208107979999966,115.84244868000008
8319,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MANDURAH POLICE STATION,OPERATIONAL,333 PINJARRA ROAD,MANDURAH,WESTERN AUSTRALIA,6210,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-32.53855015599993,115.74368371300011,,MANDURAH POLICE STATION,GAWA_146901748,333 PINJARRA ROAD,2,6210,MANDURAH,56,-32.53816999999998,115.74329000000012
8320,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MANJIMUP POLICE STATION,OPERATIONAL,6 MOUNT STREET,MANJIMUP,WESTERN AUSTRALIA,6258,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-34.23846112799998,116.14707078800006,,POLICE STATION,GAWA_146924990,6 MOUNT STREET,2,6258,MANJIMUP,0,-34.238459999999975,116.1470700000001
8321,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MANJIMUP,OPERATIONAL,,MANJIMUP,WESTERN AUSTRALIA,6258,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-34.23978999999997,116.1447300000001,,,GAWA_146925232,46 BATH STREET,1,6258,MANJIMUP,0,-34.23978999999997,116.1447300000001
8322,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SPRINGALL,OPERATIONAL,,MANJIMUP,WESTERN AUSTRALIA,6258,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-34.24082999999996,116.14470000000006,,,GAWA_146912798,39 ROSE STREET,0,6258,MANJIMUP,18,-34.240989999999954,116.14472
8323,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MANJIMUP,OPERATIONAL,,MANJIMUP,WESTERN AUSTRALIA,6258,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-34.23978999999997,116.1447300000001,,,GAWA_146925232,46 BATH STREET,1,6258,MANJIMUP,0,-34.23978999999997,116.1447300000001
8324,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MARANUP,OPERATIONAL,,MARANUP,WESTERN AUSTRALIA,6256,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.96578813499997,116.03806765200011,,,GAWA_719150759,208 MARANUP FORD ROAD,0,6256,MARANUP,9,-33.96571007999995,116.03810319000002
8325,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MARBLE BAR POLICE STATION,OPERATIONAL,31 STATION STREET,MARBLE BAR,WESTERN AUSTRALIA,6760,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-21.17228904999996,119.74228545000005,,,GAWA_718255444,31 STATION STREET,1,6760,MARBLE BAR,0,-21.17228904999996,119.74228545000005
8326,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MARBLE BAR,OPERATIONAL,,MARBLE BAR,WESTERN AUSTRALIA,6760,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-21.173295621999955,119.74064382600011,,,GAWA_147063966,44 BOHEMIA STREET,1,6760,MARBLE BAR,1,-21.173299999999927,119.7406400000001
8327,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,FORTESCUE,OPERATIONAL,WEST COASTAL HIGHWAY,MARDIE,WESTERN AUSTRALIA,6714,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-21.29448999999994,116.13826000000006,,,GAWA_720242955,16295 NORTH WEST COASTAL HIGHWAY,0,6714,MARDIE,96,-21.294930059999956,116.13746708000008
8328,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MARGARET RIVER POLICE STATION,OPERATIONAL,47 WILLMOTT AVENUE,MARGARET RIVER,WESTERN AUSTRALIA,6285,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-33.95165437899993,115.07605888,,POLICE STATION,GAWA_147178311,47 WILLMOTT AVENUE,2,6285,MARGARET RIVER,1,-33.95164999999997,115.0760600000001
8329,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MARGARET RIVER,OPERATIONAL,,MARGARET RIVER,WESTERN AUSTRALIA,6285,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.95112611099995,115.07631888900005,,FIRE STATION,GAWA_147044385,62 WILLMOTT AVENUE,2,6285,MARGARET RIVER,3,-33.951149999999984,115.07631000000003
8330,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,AUGUSTA-MARGARET RIVER,OPERATIONAL,,MARGARET RIVER,WESTERN AUSTRALIA,6285,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.961314166999955,115.06873811500009,,,GAWA_719498303,37 CLARKE ROAD,0,6285,MARGARET RIVER,8,-33.96131690999994,115.06881962000011
8331,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLCLIFFE,OPERATIONAL,,MARGARET RIVER,WESTERN AUSTRALIA,6285,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.967685555999935,115.01696222200007,,,GAWA_720491078,559 WALLCLIFFE ROAD,0,6285,MARGARET RIVER,19,-33.967525139999964,115.01689326000007
8332,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MARGARET RIVER,OPERATIONAL,32 TUNBRIDGE STREET,MARGARET RIVER,WESTERN AUSTRALIA,6285,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-33.95044839999997,115.06969740000011,,,GAWA_149088133,32 TUNBRIDGE STREET,2,6285,MARGARET RIVER,4,-33.95042760999996,115.06973688000005
8333,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MARVEL LOCH,OPERATIONAL,ARGENT STREET,MARVEL LOCH,WESTERN AUSTRALIA,6426,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-31.466799999999978,119.49000000000001,,,GAWA_147038172,14 ARGENT STREET,1,6426,MARVEL LOCH,36,-31.466479999999933,119.49006000000008
8334,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MARVEL LOCH,OPERATIONAL,,MARVEL LOCH,WESTERN AUSTRALIA,6426,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.466779031999977,119.48973388900004,,,GAWA_147038172,14 ARGENT STREET,1,6426,MARVEL LOCH,45,-31.466479999999933,119.49006000000008
8335,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MEEKATHARRA,OPERATIONAL,,MEEKATHARRA,WESTERN AUSTRALIA,6642,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-26.591250075999938,118.49813045600001,,,GAWA_161505617,59 HILL STREET,2,6642,MEEKATHARRA,15,-26.59137476999996,118.4981995500001
8336,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MEEKATHARRA POLICE STATION,OPERATIONAL,78 MAIN STREET,MEEKATHARRA,WESTERN AUSTRALIA,6642,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-26.592269028999965,118.49551383000005,,,GAWA_163081916,78 MAIN STREET,2,6642,MEEKATHARRA,16,-26.592155099999957,118.49540836000006
8337,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MEEKATHARRA,OPERATIONAL,,MEEKATHARRA,WESTERN AUSTRALIA,6642,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-26.59181111099997,118.49724000000003,,,GAWA_160877187,66 HILL STREET,2,6642,MEEKATHARRA,9,-26.591781999999967,118.49715100000003
8339,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MEEKATHARRA,OPERATIONAL,HILL STREET,MEEKATHARRA,WESTERN AUSTRALIA,6642,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-26.592218699999933,118.4978274,,,GAWA_163079708,69 HILL STREET,2,6642,MEEKATHARRA,0,-26.592218659999958,118.49782743000003
8340,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MENZIES,OPERATIONAL,,MENZIES,WESTERN AUSTRALIA,6436,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-29.692801110999937,121.02858388900006,,,GAWA_147306017,47 SHENTON STREET,1,6436,MENZIES,4,-29.692829999999958,121.02856000000008
8341,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MENZIES,OPERATIONAL,ARCHIBALD STREET,MENZIES,WESTERN AUSTRALIA,6436,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-29.68910999999997,121.02586000000008,,,GAWA_147100369,50 ARCHIBALD STREET,1,6436,MENZIES,0,-29.68910999999997,121.02586000000008
8342,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MERREDIN,OPERATIONAL,,MERREDIN,WESTERN AUSTRALIA,6415,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.480598332999932,118.27686777800011,,,GAWA_147017621,6 MITCHELL STREET,1,6415,MERREDIN,9,-31.480520659999968,118.2768652100001
8343,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MERREDIN,OPERATIONAL,CNR QUEEN & MITCHELL STREETS,MERREDIN,WESTERN AUSTRALIA,6415,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-31.48064359999995,118.28114310000001,,,GAWA_147018068,28 MITCHELL STREET,1,6415,MERREDIN,14,-31.480519999999956,118.28111000000001
8344,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MERREDIN POLICE STATION,OPERATIONAL,22 MITCHELL STREET,MERREDIN,WESTERN AUSTRALIA,6415,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-31.480520499999955,118.280477657,,MERREDIN POLICE STATION,GAWA_147024473,22 MITCHELL STREET,1,6415,MERREDIN,0,-31.480519999999956,118.28048000000001
8345,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MERREDIN,OPERATIONAL,,MERREDIN,WESTERN AUSTRALIA,6415,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.480463332999932,118.27821666700004,,,GAWA_147026681,28 BATES STREET,2,6415,MERREDIN,7,-31.48050999999998,118.27826000000005
8346,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MERREDIN,OPERATIONAL,,MERREDIN,WESTERN AUSTRALIA,6415,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.479020124999977,118.28944717000002,,,GAWA_147023464,7 BENSON ROAD,1,6415,MERREDIN,23,-31.47921999999994,118.28949000000011
8347,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,METRICUP,OPERATIONAL,,METRICUP,WESTERN AUSTRALIA,6280,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.77699499399995,115.12167519400009,,,GAWA_162266628,110 METRICUP ROAD,1,6280,METRICUP,26,-33.77716818999994,115.12148324000009
8348,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SWAN COMMUNICATIONS,OPERATIONAL,,MIDDLE SWAN,WESTERN AUSTRALIA,6056,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.86730573799997,116.01616437000007,,,GAWA_162838233,LOT 70 GREAT NORTHERN HIGHWAY,-1,6056,MIDDLE SWAN,145,-31.866094419999968,116.01559409000004
8349,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,SWAN,OPERATIONAL,,MIDDLE SWAN,WESTERN AUSTRALIA,6056,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.86730573799997,116.01616437000007,,,GAWA_162838233,LOT 70 GREAT NORTHERN HIGHWAY,-1,6056,MIDDLE SWAN,145,-31.866094419999968,116.01559409000004
8350,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,MIDLAND,OPERATIONAL,,MIDLAND,WESTERN AUSTRALIA,6056,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.88637498399993,116.01837628700002,,FIRE STATION MIDLAND,GAWA_161892515,158 MORRISON ROAD,1,6056,MIDLAND,14,-31.88649658999998,116.0183431800001
8351,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MIDLAND POLICE STATION,OPERATIONAL,32 SPRING PARK ROAD,MIDLAND,WESTERN AUSTRALIA,6056,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-31.88662282399997,116.00230221600009,,MIDLAND POLICE STATION,GAWA_146703349,32 SPRING PARK ROAD,1,6056,MIDLAND,0,-31.886619999999937,116.0023000000001
8352,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MILING,OPERATIONAL,,MILING,WESTERN AUSTRALIA,6575,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-30.49197745899994,116.36237537300008,,,GAWA_162263511,18226 GREAT NORTHERN HIGHWAY,2,6575,MILING,10,-30.49200399999995,116.36247600000002
8353,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MILING,OPERATIONAL,18226 GREAT NORTHERN HIGHWAY,MILING,WESTERN AUSTRALIA,6575,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-30.49198769999998,116.3624635000001,,,GAWA_162263511,18226 GREAT NORTHERN HIGHWAY,2,6575,MILING,2,-30.49200399999995,116.36247600000002
8354,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ALBANY,OPERATIONAL,,MILPARA,WESTERN AUSTRALIA,6330,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-34.99300932799997,117.86816785200006,,,GAWA_162689754,43 NEWBEY STREET,0,6330,MILPARA,0,-34.99300931999994,117.86816785000008
8355,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MINGENEW POLICE STATION,OPERATIONAL,8 MOORE STREET,MINGENEW,WESTERN AUSTRALIA,6522,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-29.193389027999956,115.44055837600001,,MINGENEW POLICE STATION,GAWA_147064076,8 MOORE STREET,1,6522,MINGENEW,0,-29.193389019999984,115.44055837000008
8356,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MINGENEW TOWN,OPERATIONAL,,MINGENEW,WESTERN AUSTRALIA,6522,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-29.19276178399997,115.44183743600001,,,GAWA_147061231,25 VICTORIA ROAD,1,6522,MINGENEW,14,-29.19279573999995,115.44170300000008
8357,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MINGENEW,OPERATIONAL,,MINGENEW,WESTERN AUSTRALIA,6522,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-29.19276178399997,115.44183743600001,,,GAWA_147061231,25 VICTORIA ROAD,1,6522,MINGENEW,14,-29.19279573999995,115.44170300000008
8358,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ALBANY,OPERATIONAL,240 MIDDLETON ROAD,MIRA MAR,WESTERN AUSTRALIA,6330,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-35.01739879999997,117.89341230000002,,,GAWA_147140728,240 MIDDLETON ROAD,1,6330,MIRA MAR,43,-35.017019999999945,117.89353000000006
8359,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MIRRABOOKA POLICE STATION,OPERATIONAL,50 CHESTERFIELD ROAD,MIRRABOOKA,WESTERN AUSTRALIA,6061,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-31.87085985599998,115.86499893400003,,MIRRABOOKA POLICE STATION,GAWA_147165983,50 CHESTERFIELD ROAD,1,6061,MIRRABOOKA,1,-31.87084999999996,115.86499000000003
8360,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,CLACKLINE / MURESK,OPERATIONAL,,MOKINE,WESTERN AUSTRALIA,6401,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.745047874999955,116.5565917450001,,,GAWA_162758434,171 GOOCH ROAD,0,6401,MOKINE,196,-31.743467559999942,116.55567386000007
